hud_amp,tds,cons_tds,development_edp,operating_edp,hud,dev_name,program,method,type,section_8_transition_units,current_units,total_number_units,number_rental_rooms,avg._no._r/r_per_unit,population_-_section_8_transition,population_-_public_housing,total_population,families_on_fixed_income,%_families_on_fixed_income,residential_buildings,non-residential_buildings,stairhalls,stories,total_area_-_sq._ft.,acres,net_dev._area_-_sq._ft.,(excluding_park)_acres,bldg._coverage_-_sq._ft.,cubage_-_cu._ft.,bldg/land_coverage_-__%,density_(population/acre),development_cost,cost_per_rental_room_(as_built),avg._monthly_gross_rent,location,borough,community_district,us_congressional_district,new_york_state_senate_district,new_york_state_assembly_district,new_york_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management
NY005013420,305,342,550,753,NY005224,SOUTH BRONX AREA (SITE 402),FEDERAL,TURNKEY,NEW CONST,,112,114,592.0,5.29,0,376,376,20,18.02%,4,0,19,3,"149,500",3.43,"149,500",3.43,"41,764","1,301,202",27.94%,110,"$8,902,455","$14,764",$620,E 158TH ST E 161ST ST CAULDWELL AVE EAGLE AVE,BRONX,1,15,32,79,17,05/01/1988,,,YES,
NY005013420,353,342,770,753,NY005280,STEBBINS AVENUE-HEWITT PLACE,FEDERAL,TURNKEY,NEW CONST,,119,120,535.5,4.50,0,262,262,39,33.05%,2,0,14,3,"123,156",2.83,"123,156",2.83,"42,267","1,098,942",34.32%,93,"$8,851,338","$16,391",$560,HEWITT PL WESTCHESTER AVE REV JAMES A POLITE AVE DAWSON ST,BRONX,2,15,32,85,17,04/17/1987,,,YES,
NY005013080,223,308,344,344,NY005163,TELLER AVENUE-EAST 166TH STREET,FEDERAL,TURNKEY,NEW CONST,,89,90,348.5,3.92,0,174,174,35,41.18%,1,0,1,6,"27,481",0.63,"27,481",0.63,"12,354","816,812",44.95%,276,"$2,296,895","$6,363",$429,TELLER AVE E 167TH ST CLAY AVE E 166TH ST,BRONX,4,15,32,77,16,09/30/1971,,,,
NY005010630,063,063,218,218,NY005015,THROGGS NECK,FEDERAL,CONVENTIONAL,NEW CONST,,"1,181","1,185","5,419.5",4.59,0,"2,545","2,545",441,38.08%,29,2,64,3-7,"1,430,081",32.83,"1,430,081",32.83,"228,989","11,440,850",16.01%,78,"$15,541,569","$2,859",$514,RANDALL AVE CALHOUN AVE SAMPSON AVE BALCOM AVE,BRONX,10,14,34,82,13,11/27/1953,,,,
NY005010630,193,063,303,218,NY005098,THROGGS NECK ADDITION,FEDERAL,CONVENTIONAL,NEW CONST,,287,287,"1,330.5",4.64,0,667,667,113,40.65%,4,0,4,8-11,"384,899",8.84,"384,899",8.84,"39,315","2,755,918",10.21%,75,"$7,405,898","$5,523",$536,DEWEY AVE BALCOLM AVE RANDALL AVE THROGGS NECK HOUSES,BRONX,10,14,34,82,13,09/30/1971,,,,
NY005012270,287,180,577,577,NY005227,TWIN PARKS EAST (SITE 9),FEDERAL,CONVENTIONAL,NEW CONST (ELD),,218,219,686.0,3.15,0,235,235,193,88.53%,1,0,1,14,"71,490",1.64,"71,490",1.64,"11,388","1,505,284",15.93%,143,"$11,406,932","$16,520",$310,CLINTON AVE E 180TH ST PROSPECT AVE OAKLAND PL,BRONX,6,15,33,79,15,04/30/1982,,EXCLUSIVELY,YES,
NY005013420,342,342,753,753,NY005214,UNION AVENUE-EAST 163RD STREET,FEDERAL,TURNKEY,NEW CONST (ELD),,199,200,696.5,3.50,0,232,232,162,81.41%,1,0,1,9,"115,299",2.65,"115,299",2.65,"18,632","1,502,857",16.16%,88,"$12,675,000","$18,107",$326,E 165TH ST PROSPECT AVE E 163RD ST UNION AVE,BRONX,3,15,32,79,17,03/11/1985,,EXCLUSIVELY,YES,
NY005013420,356,342,768,753,NY005291,UNION AVENUE-EAST 166TH STREET,FEDERAL,TURNKEY,NEW CONST,,120,120,539.0,4.49,0,271,271,41,34.75%,6,0,20,3,"98,707",2.27,"98,707",2.27,"38,943","1,022,257",39.45%,119,"$9,239,549","$17,142",$577,E 166TH ST PROSPECT AVE HOME ST UNION AVE,BRONX,3,15,32,79,17,09/01/1988,,,YES,
NY005013410,341,341,762,762,NY005283,UNIVERSITY AVENUE REHAB,FEDERAL,TURNKEY,REHAB,,230,230,"1,034.0",4.50,0,490,490,101,44.30%,4,0,5,6,"77,898",1.79,"77,898",1.79,"43,696","2,798,894",56.09%,274,"$15,900,000","$15,377",$494,W BURNSIDE AVE UNIVERSITY AVE W TREMONT AVE ANDREWS AVE,BRONX,5,15,29,86,14,01/31/1985,,,YES,YES
NY005011410,141,141,231,231,NY005028,WEBSTER,FEDERAL,CONVENTIONAL,NEW CONST,,606,606,"2,831.0",4.67,0,"1,523","1,523",224,37.52%,5,1,5,21,"197,199",4.53,"197,199",4.53,"31,247","5,322,369",15.85%,336,"$12,227,114","$4,319",$493,E 169TH ST PARK AVE E 168TH ST WEBSTER AVE,BRONX,3,15,32,79,16,09/30/1965,,,,
NY005015300,360,530,780,780,NY005286,WEST FARMS ROAD REHAB,FEDERAL,TURNKEY,REHAB,,208,208,883.0,4.25,0,439,439,71,34.47%,4,0,7,6,"51,965",1.19,"51,965",1.19,"34,935","2,104,200",67.23%,369,"$14,480,678","$16,399",$588,FREEMAN ST JENNINGS ST WEST FARMS RD LONGFELLOW AVE,BRONX,"2, 3",15,32,85,17,08/13/1986,,,YES,YES
NY005015310,526,530,481,482,NY005318,WEST FARMS SQUARE CONVENTIONAL,FEDERAL,CONVENTIONAL,REHAB,,20,20,85.0,4.25,0,44,44,5,25.00%,1,0,1,5,"5,000",0.11,"5,000",0.11,"3,363","202,892",67.26%,400,"$1,558,811","$18,339",$593,E 167TH ST LONGFELLOW AVE WEST FARMS RD,BRONX,3,15,32,85,17,06/30/1994,,,YES,YES
NY005010450,246,045,365,368,NY005180,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,FEDERAL,TURNKEY,NEW CONST (ELD),,146,148,479.0,3.28,0,153,153,119,85.61%,1,0,1,12,"36,563",0.84,"36,563",0.84,"9,609","982,251",26.28%,182,"$4,380,000","$8,734",$285,W TREMONT AVE MONTGOMERY AVE PALISADE PL SEDGWICK AVE,BRONX,5,15,29,77,14,07/31/1973,,EXCLUSIVELY,,
NY005011670,242,167,361,283,NY005174,104-14 TAPSCOTT STREET,FEDERAL,TURNKEY,NEW CONST,,30,30,131.0,4.37,0,63,63,8,27.59%,1,0,1,4,"10,000",0.23,"10,000",0.23,"6,983","351,238",69.83%,274,"$839,110","$6,505",$612,TAPSCOTT ST UNION ST SUTTER AVE BLAKE AVE,BROOKLYN,16,9,20,55,41,10/31/1972,,,,
NY005010730,156,073,267,267,NY005068,303 VERNON AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,234,234,"1,101.0",4.71,0,530,530,98,42.61%,1,0,1,24,"110,000",2.53,"110,000",2.53,"11,311","2,207,369",10.28%,209,"$4,703,702","$4,272",$510,VERNON AVE MARCUS GARVEY BLVD MYRTLE AVE,BROOKLYN,3,8,18,54,36,05/31/1967,,,,
NY005010310,031,031,524,524,NY005216C,ALBANY,FEDERAL,CONVENTIONAL,NEW CONST,,820,829,"3,766.0",4.59,0,"1,858","1,858",289,35.50%,6,0,6,14,"388,389",8.92,"388,389",8.92,"58,455","7,082,630",15.05%,208,"$8,951,000","$2,356",$548,ALBANY AVE SAINT MARKS AVE TROY AVE PARK PL,BROOKLYN,8,9,25,56,36,10/14/1950,1978/02/01-ATP 2,,,
NY005010310,085,031,524,524,NY005216C,ALBANY II,FEDERAL,CONVENTIONAL,NEW CONST,,399,400,"1,845.5",4.63,0,926,926,138,35.48%,3,0,3,13-14,"214,594",4.93,"214,594",4.93,"26,053","3,249,689",12.14%,188,"$4,666,000","$2,540",$547,BERGEN ST TROY AVE ALBANY HOUSES ALBANY AVE,BROOKLYN,8,9,25,56,36,02/07/1957,1978/02/01-ATP 2,,,
NY005011630,256,163,384,272,NY005189,ATLANTIC TERMINAL SITE 4B,FEDERAL,TURNKEY,NEW CONST,,299,300,"1,237.5",4.14,0,569,569,124,42.03%,1,0,1,31,"88,155",2.02,"88,155",2.02,"15,382","2,464,800",17.45%,282,"$10,797,972","$8,489",$555,CLERMONT AVE ATLANTIC AVE CARLTON AVE FULTON ST,BROOKLYN,2,8,25,57,35,04/30/1976,,,,
NY005020920,092,092,670,670,NY005368,BAY VIEW,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,340,"1,609","1,610","7,310.5",4.54,856,"2,602","3,458",654,41.05%,23,2,23,8,"1,481,844",34.02,"1,459,244",33.50,"228,305","14,262,296",15.41%,102,"$19,575,470","$2,676",$549,SEAVIEW AVE E 102ND ST ROCKAWAY PKWY SHORE PKWY,BROOKLYN,18,8,19,59,46,06/07/1956,,,,
NY005010730,311,073,266,538,NY005255,BEDFORD-STUYVESANT REHAB,FEDERAL,TURNKEY,REHAB,,84,85,381.0,4.54,0,196,196,32,38.10%,3,0,5,4-6,"26,000",0.60,"26,000",0.60,"18,283","856,611",70.32%,327,"$5,219,763","$13,316",$551,THROOP AVE VERNON AVE MARCUS GARVEY BLVD HART ST,BROOKLYN,3,8,18,54,36,05/31/1983,,,YES,
NY005010460,345,046,761,761,NY005282,BELMONT-SUTTER AREA,FEDERAL,TURNKEY,NEW CONST,,72,72,336.0,4.67,0,179,179,20,28.17%,3,0,8,3,"80,000",1.84,"80,000",1.84,"24,395","889,912",30.49%,97,"$5,373,534","$15,993",$611,BELMONT AVE JEROME ST SUTTER AVE BARBEY ST,BROOKLYN,5,8,19,60,42,02/28/1986,,,YES,
NY005012430,243,243,353,353,NY005175,BORINQUEN PLAZA I,FEDERAL,TURNKEY,NEW CONST,,508,509,"2,355.0",4.64,0,"1,078","1,078",268,54.36%,8,2,8,7,"250,875",5.76,"250,875",5.76,"96,902","4,544,080",38.63%,187,"$15,625,047","$6,556",$580,MANHATTAN AVE BOERUM ST BUSHWICK AVE VARET ST,BROOKLYN,1,7,18,53,34,02/28/1975,,PARTIALLY (2 BUILDINGS),,
NY005012430,271,243,390,353,NY005195,BORINQUEN PLAZA II,FEDERAL,TURNKEY,NEW CONST,,424,425,"2,259.0",5.33,0,"1,066","1,066",146,35.18%,7,0,7,7,"184,000",4.22,"184,000",4.22,"61,115","4,223,000",33.21%,253,"$16,411,918","$7,244",$661,BOERUM ST HUMBOLDT ST SEIGEL ST BUSHWICK AVE,BROOKLYN,1,7,18,53,34,12/31/1975,,,,
NY005020460,046,046,637,637,NY005369,BOULEVARD,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,462,"1,414","1,441","5,952.0",4.21,850,"1,672","2,522",612,45.43%,18,0,30,6-14,"1,127,650",25.89,"1,127,650",25.89,"170,051","12,141,094",15.08%,97,"$13,645,438","$2,247",$546,LINDEN BLVD ASHFORD ST WORTMAN AVE SCHENCK AVE,BROOKLYN,5,8,19,60,42,03/22/1951,,,,
NY005000560,056,056,212,212,NY005011,BREUKELEN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,589","1,595","7,449.5",4.69,0,"3,441","3,441",582,37.02%,30,2,94,3-7,"2,830,416",64.98,"2,141,741",49.17,"360,423","14,297,000",12.73%,53,"$18,410,273","$2,464",$566,STANLEY AVE FLATLANDS AVE E 103RD ST WILLIAMS AVE,BROOKLYN,18,8,19,"58, 60",42,11/06/1952,,,,
NY005000650,065,065,213,213,NY005017,BREVOORT,FEDERAL,CONVENTIONAL,NEW CONST,,894,896,"4,187.0",4.68,0,"1,886","1,886",327,36.78%,13,1,26,7,"751,896",17.26,"687,188",15.78,"121,363","7,735,916",16.14%,109,"$11,831,887","$2,849",$605,BAINBRIDGE ST RALPH AVE FULTON ST PATCHEN AVE,BROOKLYN,3,8,25,55,41,08/10/1955,,,,
NY005012520,325,252,336,336,NY005277,BROWN,FEDERAL,TURNKEY,NEW CONST (ELD),,200,200,700.0,3.50,0,216,216,172,88.21%,2,0,2,6,"99,460",2.28,"99,460",2.28,"29,354","1,493,904",29.51%,95,"$13,425,060","$19,179",$360,EASTERN PKWY PROSPECT PL HOPKINSON AVE SAINT MARKS AVE,BROOKLYN,16,8,20,55,41,07/23/1985,,EXCLUSIVELY,YES,
NY005000160,016,016,512,512,NY005213D,BROWNSVILLE,FEDERAL,CONVENTIONAL,NEW CONST,,"1,335","1,338","6,275.5",4.70,0,"3,059","3,059",428,32.90%,27,0,46,3-6-7,"819,997",18.82,"732,841",16.82,"188,564","10,371,638",23.00%,163,"$12,898,000","$2,054",$537,SUTTER AVE DUMONT AVE MOTHER GASTON BLVD ROCKAWAY AVE,BROOKLYN,16,9,20,55,41,04/16/1948,1977/07/01-ATP 1,,,
NY005020860,086,086,430,430,NY005370,BUSHWICK,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,209,"1,217","1,220","5,660.5",4.65,524,"2,223","2,747",497,41.59%,8,0,8,13-20,"697,736",16.02,"639,260",14.68,"78,768","11,288,105",11.29%,171,"$20,346,000","$3,599",$529,HUMBOLDT ST MOORE ST BUSHWICK AVE FLUSHING AVE,BROOKLYN,1,7,18,53,34,04/01/1960,,,,
NY005011660,166,166,288,288,NY005088,CAREY GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,681,683,"3,091.5",4.54,0,"1,591","1,591",290,43.22%,3,2,3,15-17,"364,406",8.37,"364,406",8.37,"58,078","6,234,149",15.94%,190,"$16,996,504","$5,476",$484,W 24TH ST NEPTUNE AVE W 22ND ST SURF AVE,BROOKLYN,13,8,23,46,47,11/30/1970,,,,
NY005011700,094,170,671,671,NY005363,CONEY ISLAND,FEDERAL,CONVENTIONAL,NEW CONST,,531,534,"2,428.5",4.57,0,"1,082","1,082",232,44.19%,5,0,5,14,"298,874",6.86,"239,429",5.50,"38,119","4,912,800",12.75%,158,"$7,728,534","$3,165",$582,SURF AVE W 32ND ST RIEGELMANN BRDWK W 29TH ST,BROOKLYN,13,8,23,46,47,02/25/1957,1995/07/13-PTA,,,
NY005011660,239,166,335,288,NY005161,CONEY ISLAND I (SITE 1B),FEDERAL,TURNKEY,NEW CONST,,192,193,952.0,4.96,0,483,483,72,37.50%,1,0,1,18,"93,061",2.14,"93,061",2.14,"14,078","1,876,990",15.13%,226,"$7,531,412","$7,829",$536,W 20TH ST W 21ST ST SURF AVE MERMAID AVE,BROOKLYN,13,8,23,46,47,05/31/1973,,,,
NY005011720,238,172,334,334,NY005157,CONEY ISLAND I (SITE 8),FEDERAL,TURNKEY,NEW CONST,,118,125,589.0,4.99,0,350,350,41,35.34%,1,0,2,14,"61,483",1.41,"61,483",1.41,"11,970","1,187,936",19.47%,248,"$5,853,893","$9,255",$519,W 35TH ST W 36TH ST SURF AVE MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/1973,,,,
NY005011700,216,170,328,278,NY005123,CONEY ISLAND I (SITES 4 & 5),FEDERAL,TURNKEY,NEW CONST,,375,376,"1,874.5",5.00,0,995,995,113,30.62%,1,1,5,17,"187,318",4.30,"187,318",4.30,"38,750","4,017,326",20.69%,231,"$16,603,000","$8,808",$601,MERMAID AVE W 25TH ST SURF AVE W 28TH ST,BROOKLYN,13,8,23,46,47,07/31/1974,,,,
NY005000690,069,069,223,223,NY005023,COOPER PARK,FEDERAL,CONVENTIONAL,NEW CONST,,700,700,"3,281.0",4.69,0,"1,538","1,538",293,42.10%,11,0,13,7,"528,967",12.14,"496,296",11.39,"86,767","5,878,957",16.40%,127,"$7,702,277","$2,346",$534,FROST ST MORGAN AVE KINGSLAND AVE MASPETH AVE,BROOKLYN,1,12,18,50,34,06/25/1953,,,,
NY005013510,312,351,331,765,NY005258,CROWN HEIGHTS,FEDERAL,TURNKEY,REHAB,,121,121,527.5,4.36,0,243,243,33,27.50%,8,0,8,4,"51,255",1.18,"51,255",1.18,"31,650","1,139,400",61.75%,206,"$7,974,650","$15,118",$668,BUFFALO AVE BERGEN ST RALPH AVE SAINT JOHNS PL,BROOKLYN,8,"8, 9","20, 25","55, 56",41,09/04/1986,,,YES,
NY005010700,070,070,536,536,NY005220G,CYPRESS HILLS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,440","1,444","6,593.0",4.58,0,"3,124","3,124",548,38.62%,15,0,30,7,"1,264,130",29.02,"1,264,130",29.02,"223,364","12,338,237",17.67%,108,"$14,773,000","$2,247",$512,SUTTER AVE EUCLID AVE LINDEN BLVD FOUNTAIN AVE,BROOKLYN,5,8,"18, 19",60,42,05/25/1955,1978/07/01-ATP 3,,,
NY005010700,263,070,378,378,NY005171,EAST NEW YORK CITY LINE,FEDERAL,TURNKEY,NEW CONST,,66,66,409.0,6.20,0,257,257,17,26.15%,33,0,33,3,"84,400",1.94,"84,400",1.94,"26,943","719,300",31.92%,132,"$2,774,644","$6,784",$641,FOUNTAIN AVE HEGEMAN AVE LOGAN ST,BROOKLYN,5,8,19,60,42,03/31/1976,,,,
NY005000290,029,029,532,532,NY005220C,FARRAGUT,FEDERAL,CONVENTIONAL,NEW CONST,,"1,387","1,390","6,506.5",4.69,0,"3,114","3,114",556,40.50%,10,0,10,14,"723,570",16.61,"723,570",16.61,"100,746","11,639,930",13.92%,187,"$15,187,000","$2,324",$541,YORK ST NASSAU ST NAVY ST BRIDGE ST,BROOKLYN,2,8,25,57,35,05/07/1952,1978/07/01-ATP 3,,,
NY005011670,205,167,322,283,NY005129,FENIMORE-LEFFERTS,FEDERAL,TURNKEY,NEW CONST,,36,36,180.0,5.00,0,91,91,17,47.22%,18,0,18,2,"33,705",0.77,"33,705",0.77,"20,339","564,300",60.34%,118,"$633,673","$3,520",$741,FENIMORE ST TROY AVE LEFFERTS AVE NOSTRAND AVE,BROOKLYN,9,9,20,43,"40, 41",09/30/1969,,,YES,
NY005012610,207,261,375,375,NY005188,FIORENTINO PLAZA,FEDERAL,CONVENTIONAL,NEW CONST,,155,160,774.5,5.00,0,422,422,30,20.00%,8,0,10,4,"95,000",2.18,"95,000",2.18,"42,189","1,916,306",44.41%,194,"$6,138,432","$7,712",$602,GLENMORE AVE VAN SICLEN AVE PITKIN AVE WYONA ST,BROOKLYN,5,8,19,55,37,10/31/1971,,,,
NY005012520,252,252,381,381,NY005166,GARVEY (GROUP A),FEDERAL,CONVENTIONAL,NEW CONST,,320,321,"1,525.0",4.77,0,870,870,129,40.69%,3,1,5,"2, 6-14","142,730",3.28,"142,730",3.28,"40,745","3,257,257",28.55%,265,"$12,599,489","$8,168",$550,EAST NEW YORK AVE AMBOY ST PITKIN AVE,BROOKLYN,16,9,20,55,41,02/28/1975,,PARTIALLY (1 BUILDING),,
NY005011690,171,169,581,581,NY005267C,GLENMORE PLAZA,FEDERAL,CONVENTIONAL,NEW CONST,,439,440,"1,700.5",3.87,0,803,803,202,46.76%,4,0,4,10-18-24,"186,180",4.27,"186,180",4.27,"24,838","4,024,811",13.34%,188,"$10,600,000","$6,221",$491,PITKIN AVE GLENMORE AVE WATKINS ST POWELL ST,BROOKLYN,16,8,19,55,37,04/30/1968,1980/07/01-ATP 5,,,
NY005000440,044,044,584,584,NY005268B,GLENWOOD,FEDERAL,CONVENTIONAL,NEW CONST,,"1,187","1,188","5,210.5",4.39,0,"2,461","2,461",438,37.37%,20,0,40,6,"975,095",22.39,"915,230",21.01,"183,856","10,242,805",18.86%,110,"$12,907,133","$2,475",$571,E 56TH ST FARRAGUT RD RALPH AVE AVENUE H,BROOKLYN,18,8,21,59,45,07/14/1950,1980/07/01-ATP 6,,,
NY005000250,025,025,515,515,NY005213G,GOWANUS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,135","1,139","5,424.5",4.78,0,"2,604","2,604",455,40.34%,15,1,24,4-6-9-13-14,"547,663",12.57,"502,216",11.53,"105,659","9,028,680",19.29%,207,"$11,928,000","$2,203",$585,WYCKOFF ST DOUGLASS ST BOND ST HOYT ST,BROOKLYN,6,7,25,52,33,06/24/1949,1977/07/01-ATP 1,,,
NY005011720,068,172,225,225,NY005025,GRAVESEND,FEDERAL,CONVENTIONAL,NEW CONST,,625,634,"2,908.5",4.65,0,"1,415","1,415",236,38.63%,15,0,15,7,"540,725",12.41,"540,725",12.41,"92,855","5,356,500",17.17%,114,"$7,927,996","$2,687",$507,NEPTUNE AVE BAYVIEW AVE W 33RD ST,BROOKLYN,13,8,23,46,47,06/28/1954,,,,
NY005011660,142,166,589,589,NY005271D,HABER,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,380,380,"1,327.0",3.49,0,451,451,350,92.59%,3,0,3,14,"134,432",3.09,"134,432",3.09,"23,903","2,547,605",17.78%,146,"$7,494,000","$5,647",$308,W 24TH ST SURF AVE REIGELMANN BRDWLK W 25TH ST,BROOKLYN,13,8,23,46,47,06/30/1965,1980/10/01-ATP 7,EXCLUSIVELY,,
NY005000720,072,072,568,568,NY005244A,HOWARD,FEDERAL,CONVENTIONAL,NEW CONST,,813,815,"3,699.5",4.55,0,"1,813","1,813",309,38.87%,10,0,16,7-13,"664,735",15.26,"621,176",14.26,"87,500","6,943,700",13.16%,119,"$11,359,000","$3,079",$499,EAST NEW YORK AVE MOTHER GASTON BLVD PITKIN AVE ROCKAWAY AVE,BROOKLYN,16,8,20,55,41,12/30/1955,1979/08/01-ATP 4,,,
NY005013510,339,351,782,765,NY005261,HOWARD AVENUE,FEDERAL,TURNKEY,NEW CONST,,148,150,669.0,4.52,0,355,355,47,31.97%,5,1,25,3,"132,915",3.05,"132,915",3.05,"50,568","1,536,736",38.05%,116,"$11,464,557","$15,641",$658,EAST NEW YORK AVE GRAFTON ST SUTTER AVE TAPSCOTT ST,BROOKLYN,16,9,20,55,41,08/01/1988,,,YES,
NY005013510,365,351,551,551,NY005225,HOWARD AVENUE-PARK PLACE,FEDERAL,TURNKEY,NEW CONST,,155,156,776.5,5.01,0,410,410,36,23.84%,8,0,156,3,"197,563",4.54,"197,563",4.54,"54,978","1,657,275",27.83%,90,"$15,843,706","$20,286",$677,HOWARD AVE STERLING PL EASTERN PKWY SAINT JOHNS PL,BROOKLYN,16,9,"20, 25",55,41,08/31/1994,,,YES,
NY005011680,168,168,275,275,NY005081,HUGHES APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST,,507,513,"2,414.5",4.76,0,"1,322","1,322",142,28.29%,3,1,3,22,"241,990",5.56,"241,990",5.56,"23,502","4,599,540",9.71%,238,"$10,288,064","$4,201",$581,ROCKAWAY AVE MOTHER GASTON BLVD SUTTER AVE BELMONT AVE,BROOKLYN,16,9,20,55,41,06/30/1968,,,,
NY005010860,109,086,680,680,NY005364,HYLAN,FEDERAL,CONVENTIONAL,NEW CONST,,208,209,928.0,4.46,0,445,445,82,39.61%,1,0,1,19,"77,658",1.78,"77,658",1.78,"11,403","1,878,400",14.68%,250,"$3,945,608","$4,240",$590,MOORE ST HUMBOLDT ST SEIGEL ST BUSHWICK AVE,BROOKLYN,1,7,18,53,34,06/30/1960,1995/07/13-PTA,,,
NY005000140,014,014,510,510,NY005213B,INGERSOLL,FEDERAL,CONVENTIONAL,NEW CONST,,"1,829","1,840","8,687.5",4.75,0,"4,077","4,077",510,30.29%,20,1,45,6-11,"884,521",20.31,"812,641",18.66,"175,748","10,226,288",17.62%,201,"$12,236,672","$1,681",$584,PARK AVE SAINT EDWARDS ST MYRTLE AVE PRINCE ST,BROOKLYN,2,8,25,57,35,02/24/1944,1977/07/01-ATP 1,,,
NY005010100,010,010,205,205,NY005006,KINGSBOROUGH,FEDERAL,CONVENTIONAL,NEW CONST,,"1,159","1,165","4,730.5",4.08,0,"2,433","2,433",426,37.21%,16,0,35,6,"695,544",15.97,"665,526",15.28,"129,189","8,037,853",18.57%,152,"$5,175,100","$1,107",$509,RALPH AVE PACIFIC ST BERGEN ST ROCHESTER AVE,BROOKLYN,"8, 16",8,25,"55, 56",41,10/31/1941,,,,
NY005010100,161,010,268,205,NY005071,KINGSBOROUGH EXTENSION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,183,184,640.5,3.50,0,202,202,156,88.64%,1,0,1,25,"63,254",1.45,"63,254",1.45,"7,110","1,224,082",11.24%,139,"$2,986,383","$4,637",$351,BERGEN ST PACIFIC ST ROCHESTER AVE RALPH AVE,BROOKLYN,8,8,25,56,41,05/31/1966,,EXCLUSIVELY,,
NY005001220,122,122,247,247,NY005047,LAFAYETTE,FEDERAL,CONVENTIONAL,NEW CONST,,880,882,"4,370.0",4.97,0,"2,333","2,333",310,35.88%,7,0,7,13-15-20,"334,323",7.68,"304,776",7.00,"58,504","8,369,220",17.50%,304,"$14,689,766","$3,350",$636,LAFAYETTE AVE CLASSON AVE DEKALB AVE FRANKLIN AVE,BROOKLYN,3,8,25,57,35,07/31/1962,,,,
NY005011670,348,167,763,763,NY005292,LENOX ROAD-ROCKAWAY PARKWAY,FEDERAL,TURNKEY,REHAB,,74,74,327.0,4.42,0,155,155,26,36.11%,3,0,3,4,"24,000",0.55,"24,000",0.55,"18,791","943,450",78.30%,282,"$4,669,919","$14,281",$599,KINGS HIGHWAY E 98TH ST WILIMOHR ST E 97TH ST,BROOKLYN,17,9,20,"55, 58",41,09/01/1985,,,YES,
NY005020950,095,095,672,672,NY005377,LINDEN,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,495,"1,583","1,586","7,297.5",4.61,"1,271","2,050","3,321",571,39.06%,19,2,19,8-14,"1,299,426",29.83,"1,299,426",29.83,"173,020","14,333,039",13.06%,111,"$20,230,969","$2,767",$584,VERMONT ST STANLEY AVE SCHENCK AVE COZINE AVE,BROOKLYN,5,8,19,60,42,07/17/1958,,,,
NY005012610,276,261,502,375,NY005201,LONG ISLAND BAPTIST HOUSES,FEDERAL,CONVENTIONAL,REHAB,,225,232,"1,020.5",4.54,0,502,502,58,26.85%,4,0,4,6,"78,700",1.81,"78,700",1.81,"37,700","2,490,500",47.90%,277,"$11,627,063","$11,010",$576,SUTTER AVE SHEFFIELD AVE DUMONT AVE HINSDALE ST,BROOKLYN,5,8,19,60,42,06/30/1981,,,YES,
NY005011690,169,169,276,276,NY005082,LOW HOUSES,FEDERAL,CONVENTIONAL,NEW CONST,,535,536,"2,546.5",4.76,0,"1,327","1,327",156,29.66%,4,0,4,17-18,"256,459",5.89,"256,459",5.89,"45,163","4,802,466",17.61%,225,"$10,312,262","$4,052",$524,SACKMAN ST POWELL ST CHRISTOPHER ST PITKIN AVE,BROOKLYN,16,8,"19, 20",55,41,12/31/1967,,,,
NY005000210,021,021,514,514,NY005213F,MARCY,FEDERAL,CONVENTIONAL,NEW CONST,,"1,711","1,717","8,243.5",4.82,0,"4,070","4,070",623,36.73%,27,1,70,6,"1,241,000",28.49,"1,101,547",25.29,"240,198","13,741,160",19.36%,143,"$19,420,000","$2,347",$576,FLUSHING AVE MARCY AVE NOSTRAND AVE MYRTLE AVE,BROOKLYN,3,7,18,56,36,01/19/1949,1977/07/01-ATP 1,,,
NY005020830,083,083,426,426,NY005380,MARLBORO,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,357,"1,765","1,765","8,252.5",4.68,841,"3,089","3,930",682,39.81%,28,2,28,7-16,"1,518,505",34.86,"1,471,805",33.79,"202,426","15,183,887",13.33%,113,"$22,429,000","$2,783",$560,STILLWELL AVE AVENUE V 86TH ST AVENUE X,BROOKLYN,13,11,23,"45, 47",47,02/27/1958,,,,
NY005010360,043,036,585,585,NY005268C,NOSTRAND,FEDERAL,CONVENTIONAL,NEW CONST,,"1,147","1,148","4,970.5",4.33,0,"2,328","2,328",481,42.19%,16,1,32,6,"1,036,600",23.80,"1,036,600",23.80,"177,223","9,377,365",17.10%,98,"$13,817,794","$2,779",$537,AVENUE V BRAGG ST AVENUE X BATCHELDER ST,BROOKLYN,15,9,19,41,46,12/14/1950,1980/07/01-ATP 6,,,
